"葛葉明神","Kuzuha Myojin shrine",
"葛餡","arrowroot thick-liquid candy",
"鰹節","dried bonito",
"樺崎寺","Kabasaki-dera Temple",
"樺山愛輔","Aisuke KABAYAMA",
"樺山資紀","Sukenori KABAYAMA",
"株式会社 ジェイアール西日本フードサービスネット","West Japan Railway Food Service Net Company",
"株式会社 ジェイアール東海パッセンジャーズ","JR-Central Passengers Co.,Ltd.",
"株式会社 戸川","Togawa",
"株式会社ANA総合研究所","ANA Strategic Research Institute Co., Ltd.",
"株式会社けいはんな","KEIHANNA Co. Ltd.",
"株式会社シード","SEED Co., Ltd.",
"株式会社ジェイアール西日本交通サービス","JR West Kotsu Service",
"株式会社たけびし","Takebishi Corporation",
"株式会社ボークス","Volks Inc.",
"株式会社わかさ生活","Wakasa Seikatsu Corporation",
"株式会社格付投資情報センター (R＆I)","Rating and Investment Information, Inc.",
"株式会社京都産業振興センター","Kyoto Industrial Promotion Center Corp．",
"株式会社国際電気通信基礎技術研究所","Advanced Technology Research Laboratories, Matsushita Electric Industrial Co., Ltd.",
"株式会社新風社中","Shin-Puh-Syatyu Company",
"株式会社太鼓センター","Taiko Center Co., Ltd.",
"株式会社大納言","Dainagon, Limited",
"株式会社長田野ガスセンター","Osadano Gas Center",
"株式会社同志社エンタープライズ","Doshisha Enterprise",
"㈱リョーショクリカー","Ryoshoku Liquor Limited",
"兜","helmet (of armor, armor)",
"兜造","Kabutozukuri",
"兜門","Kabuto-mon gate",
"兜率寺","Tosotsu-ji Temple",
"兜率天","Tosotsuten (The fourth of six heavens in the world of desire",
"兜率天の内院四十九院","forty-nine inner temples of Tosotsuten",
"兜跋毘沙門天（とばつびしゃもんてん）","Tobatsu Bishamonten",
"竃（かまど）","furnace",
"竃祓い","kamadoharai, ritual to purify a coocking stove",
"蒲冠者","Kaba no kanja",
"蒲原郡","Kanbara County",
"蒲原宿（静岡県静岡市清水区(旧・庵原郡蒲原町)）","Kanbara-juku Station (Shimizu Ward Shizuoka City Shizuoka Prefecture (old Kanbara-cho Ihara County))",
"蒲原城","Kanbara-jo Castle",
"蒲生 (駅)","Gamo Station",
"蒲生家","Gamo Family",
"蒲生郷舎","Satoie GAMO",
"蒲生君平","Kunpei GAMO",
"蒲生郡","Gamo County",
"蒲生賢秀","Katahide GAMO",
"蒲生氏","GAMO clan",
"蒲生氏郷","Ujisato GAMO",
"蒲生氏俊","Ujitoshi GAMO",
"蒲生氏臣","retainer of Gamo clan",
"蒲生秀行","Hideyuki GAMO",
"蒲生騒動","Gamo-sodo (Gamo family's feud)",
"蒲生忠郷","Tadasato GAMO",
"蒲生忠知","Tadatomo GAMO",
"蒲生定秀","Sadahide GAMO",
"蒲生頼郷","Yorisato GAMO",
"蒲生流","Gamo-ryu school",
"蒲池","Kamachi",
"蒲池久直","Hisanao KAMACHI",
"蒲池氏","the Kamachi clan",
"蒲池城","Kamachi-jo Castle",
"蒲池正定","Masasada KAMACHI",
"蒲池鎮克","Shigekatsu KAMACHI",
"蒲桃（ぶどう）","budo, grapes",
"蒲入","Kamanyu",
"蒲入線","Kamanyu Line",
"蒲鉾","kamaboko (boiled fish paste)",
"釜","a caldron",
"釜の御祓い","Kettle's ritual",
"釜座","Kamanza",
"釜座出水","Kamaza Demizu",
"釜座通","Kamanza-dori Street",
"釜山","Busan",
"釜淵双級巴","""Kamabuchi Futatsudomoe""",
"釜炒り茶","Kamairicha (kiln-dried tea)",
"鎌","a sickle",
"鎌ヶ谷市","Kamagaya City",
"鎌型","sickle type",
"鎌形八幡宮","Kamakura Hachimangu Shrine",
"鎌手駅","Kamate Station",
"鎌倉","Kamakura",
"鎌倉・室町人名辞典","Kamakura Muromachi jinmei jiten (biographical dictionary of Kamakura and Muromachi)",
"鎌倉の光明寺","Komyo-ji Temple in Kamakura",
"鎌倉の大仏","Kamakura Great Buddha",
"鎌倉悪源太","Kamakura aku genta",
"鎌倉右大臣実朝（源実朝）","Kamakura Minister of the Right Sanetomo (MINAMOTO no Sanetomo)",
"鎌倉円覚寺","Engaku-ji Temple, Kamakura",
"鎌倉街道","Kamakura-kaido Road",
"鎌倉期","Kamakura period",
"鎌倉軍","Kamakura army",
"鎌倉郡","Kamakura County",
"鎌倉建長寺","Kencho-ji Temple in Kamakura",
"鎌倉権五郎（鎌倉景政）","Gongoro KAMAKURA (Kagemasa KAMAKURA)",
"鎌倉源氏","Kamakura-Genji (the Minamoto clan)",
"鎌倉五山","Kamakura Gozan Temples",
"鎌倉御所","Kamakura Gosho(The Kanto headquarters (in Kamakura) of the Muromachi bakufu)",
"鎌倉公方","Kamakura kubo (Governor-general of the Kanto region)",
"鎌倉公方足利持氏","Mochiuji ASHIKAGA, Kamakura Kubo",
"鎌倉祭り","Kamakura-matsuri Festival",
"鎌倉山","Mt. Kamakura",
"鎌倉市","Kamakura City",
"鎌倉市教育委員会","the Board of Education of Kamakura City",
"鎌倉時代","Kamakura era",
"鎌倉将軍","Kamakura Shogun",
"鎌倉将軍宗尊親王","Imperial Prince Munetaka, Shogun of Kamakura",
"鎌倉将軍府","Kamakura Shogunfu (locally institution of Kemmu government)",
"鎌倉松葉ヶ谷","Matsubagayatsu in Kamakura",
"鎌倉新仏教","the Kamakura New Buddhism (new schools of Japanese Buddhism founded during the Kamakura period)",
"鎌倉親王家","Imperial Prince Kamakura family",
"鎌倉政権","the Kamakura Government",
"鎌倉大番役","Kamakura Obanyaku",
"鎌倉大仏","Kamakura Great Buddha",
"鎌倉地方","Kamakura region",
"鎌倉彫牡丹模様香盒","Incense case with peony pattern in Kamakurabori (articles chiseled in hardwood and repeatedly lacquered in black and vermilion)",
"鎌倉殿","Kamakura-dono (lord of Kamakura)",
"鎌倉府","Kamakura Government",
"鎌倉府将軍","Shogun of Kamakura-fu",
"鎌倉仏教","Kamakura Bukkyo (new Buddhist movements of the Kamakura Period)",
"鎌倉方","Kamakura (Minamoto) side",
"鎌倉本","Kamakura Printing",
"鎌倉幕府","Kamakura bakufu (Japanese feudal government headed by a shogun)",
"鎌足流","Kamatari Group",
"鎌田政清","Masakiyo KAMATA",
"鎌田正家","Masaie KAMATA",
"鎌田正清","Masakiyo KAMATA",
"鎌田兵衛","Kamada hyoe (KAMADA, who is an official the Headquarters of the Middle Palace Guard)",
"鴨","duck",
"鴨居","kamoi (a generic term for a head jamb, normally have tracks for sliding doors or partitions)",
"鴨居障子","kamoi-shoji",
"鴨川","Kamo-gawa River",
"鴨川 (淀川水系)流域","Kamogawa river basin (Yodogawa river system)",
"鴨川をどり","Kamogawa odori Dance",
"鴨川運河","Kamogawa Canal",
"鴨川橋","Kamogawa-bashi Bridge",
"鴨川西出入口","Kamogawa Nishi Deiriguchi Half-intercahnge",
"鴨川納涼床","Kamogawa-Noryoyuka (wooden floors set by Kamo river)",
"鴨長明","KAMO no Chomei",
"鴨東","Oto",
"鴨東運河","Oto Canal",
"鴨東線","Oto Line",
"鴨東寮（おうとう-りょう）","Oto Dormitory",
"鴨方往来","Kamogata-orai Route",
"鴨料理店","duck dish restaurant",
"茅ヶ崎","Chigasaki City",
"茅ヶ崎市","Chigasaki City",
"茅場町","Kayaba-cho Town",
"茅葺き","thatching a roof with grass",
"茅葺の家","thatched roofed house",
"茅野局","Kayano-tsubone",
"萱御所","Kaya Palace",
"萱斎院","Kayanosaiin",
"萱津神社","Kayazu shrine",
"萱島駅","Kayashima Station",
"萱尾神社","Kayao-jinja Shrine",
"萱葺屋根","thatched roof",
"萱野権兵衛","Gonbei KAYANO",
"萱野三平","Sanpei KAYANO",
"萱野甚斎","Jinsai KAYANO",
"萱野流 （かやのりゅう）","Kayano school",
"粥施行（かゆせぎょう）","rice porridge almsgiving",
"粥杖騒動","the commotion over the rice-gruel stick",
"刈谷図書館蔵本","book collection of Kariya City Library",
"刈谷藩","Kariya Domain",
"刈田岳","Katta-dake Mountain",
"刈田岳神社","Kattadake-jinja Shrine",
"刈田郡","Katta County",
"刈田嶺神社","Kattamine-jinja Shrine",
"刈田狼藉","Karita-rozeki (to reap rice illegally)",
"苅田麻呂","Karitamaro",
"瓦","tile",
"瓦屋根","a tiled roof",
"瓦解","debacle",
"瓦葺き","tiled roof",
"瓦葺き宝形造屋根","tile-roofing hogyo-zukuri (or pyramid style temple architecture with roofing tile)",
"瓦林（尾林）成直（与次右衛門）","Shigenao (Yojiemon/Yojiuemon) KAWARABAYASHI (OBAYASHI)",
"乾元","Kengen era",
"乾元大宝","Kengen-taiho",
"乾御門","Inui-gomon gate",
"乾坤通宝","kenkon-tsuho currency",
"乾漆造","kanshituzo (a method of making a Buddha statue, which is made of canvas and Japanese lacquer, and inside of the statue is cavity)",
"乾漆仏","Kanshitsubutsu (Buddhist statue of Japanese lacquer work)",
"乾漆薬師如来坐像","Kanshitu Yakushi Nyorai zazo (dry‐lacquered sitting statue of Yakushi Nyorai, or the Healing Buddha)",
"乾退助","Taisuke INUI",
"乾峯士曇","Kempo Shidon",
"乾闥婆（Gandharva、けんだつば）","Kendatsuba, Gandharva",
"冠（こうぶり）","headdress",
"冠の巾子（こじ）","the arch of headdress",
"冠の形式","the form of the headdress",
"冠位 (制度)","system indicating court ranks by headgear colors (colours)",
"冠位十二階","Kan I junikai (twelve grades of cap rank)",
"冠岳","Kanmuri-dake Mountain",
"冠婚葬祭","ceremonial occasions",
"冠者社","Kanja no yashiro",
"冠島","Kanmuri-jima Island",
"冠落造り","kanmuriotoshi-zukuri (crown dropping style)",
"寒雲亭","Kan-untei",
"寒河江八幡宮","Sagaehachiman-gu Shrine",
"寒山","Kanzan",
"寒山図","Kanzan-zu (painting of Kanzan)",
"寒川神社","Samukawa-jinja Shrine",
"寒天菓子","kanten-gashi (agar-used confectionary)",
"寒梅館","Kanbaikan",
"寒冷紗","lawn (victoria lawn)",
"刊経","kankyo",
"刊本","published book",
"勘解由使","Kageyushi (Board of Discharge Examiners)",
"勘解由使長官","Kageyushi chokan(Secretary of the Office of Investigators of the Records of Outgoing Officials)",
"勘解由次官","vice minister of Kageyushicho",
"勘解由小路","Kadenokoji",
"勘解由小路家","the Kadenokoji family",
"勘解由小路義重","Yoshishige KADENOKOJI",
"勘解由小路在昌","Arimasa KADENOKOJI",
"勘解由小路在富","KADENOKOJI Aritomi",
"勘解由小路資忠","Suketada KADENOKOJI",
"勘解由長官","Kageyu no kami (chief investigator of the records of outgoing officials)",
"勘気","anger",
"勘合貿易","the tally trade (between Japan and the Ming dynasty)",
"勘作","Kansaku",
"勘亭流","Kanteiryu (a special calligraphy style for Kabuki)",
"勘定奉行","kanjo bugyo （commissioner of finance)",
"勘定方","kanjogata (accounting officer)",
"勘当","disowning",
"勘文","kanmon (report)",
"勧化帳","kange cho",
"勧学院","Kangakuin",
"勧学院客殿","Kangakuin Kyakuden (guest hall)",
"勧学院歩","Kangakuin no ayumi",
"勧学会","Kangakue (Association for the encouragement of learning)",
"勧学田","kangakuden",
"勧業博覧会","an industrial exposition (an industrial fair)",
"勧行院","Kangyoin",
"勧山学院山階文庫","Kanzangakuin Yamashina bunko",
"勧持院","Kanji-in",
"勧持品（かんじほん）","Kanjihon",
"勧修寺","Kaju-ji Temple",
"勧修寺家","the Kajuji family",
"勧修寺家旧蔵本","old book collection of Kajuji Family",
"勧修寺家本","Kajujike-bon (collection of the Kajuji family)",
"勧修寺教秀","Norihide KAJUJI",
"勧修寺経顕","Tsuneaki KAJUJI",
"勧修寺経俊","Tsunetoshi KAJUJI",
"勧修寺顕道","Akimichi KAJUJI",
"勧修寺光豊","Mitsutoyo KAJUJI",
"勧修寺今熊野線","Kanshuji Imagumano Line",
"勧修寺三流","Kajuji-san-ryu",
"勧修寺晴右","Haresuke KAJUJI",
"勧修寺晴子","Haruko KAJUJI",
"勧修寺晴秀（晴右)","Haruhide KANJUJI",
"勧修寺晴豊","Haretoyo KAJUJI",
"勧修寺内大臣","Kajuji Naidaijin",
"勧修寺門跡諸大夫・侍","Kaju-ji Monzeki shodayu and samurai",
"勧修寺流","Kajuji-ryu (the Kanjuji line)",
"勧修寺流上杉氏","Uesugi clan of Kajuji group",
"勧修寺流藤原氏","Kajuji line of the Fujiwara clan",
"勧進橋","Kanjin-bashi Bridge",
"勧進上人","kanjin-shonin",
"勧進聖","kanjin-hijiri",
"勧進船","Kanjin bune",
"勧進僧","kanjin-so",
"勧進相撲","Kanjin Zumo",
"勧進帳","kanjincho (a statement to explain reasons to gather donation for Buddhist activities)",
"勧進比丘尼","kanjin bikuni",
"勧進平家","Kanjin Heike",
"勧進料理","Kanjin dish (dish for donation)",
"勧請","kanjo (ceremonial transfer of a divided tutelary deity to a new location)",
"勧請開山","kanjo kaizan",
"勧善懲悪","rewarding good and punishing evil, a play with s moral",
"勧湛","Kantan",
"勧発品","Kanbotsuhon",
"巻き軸","a roller",
"巻き寿司","maki-zushi (sushi roll)",
"巻絹","makiginu (bolt of silk)",
"巻子","kansu (a scroll)",
"巻子本","Kansubon (book in scroll style)",
"巻紙","rolled letter paper",
"巻次構成","the lineup of the volumes",
"巻軸","an axis of scroll",
"巻狩","Makigari (Hunting session)",
"巻頭と奥書","preface and colophon",
"巻物","a makimono, a scroll",
"巻物切","makimonogire",
"巻藁射礼","Makiwara-sharei (a way of ceremonial shooting to shoot straw butt)",
"姦臣","wicked vassals",
"完子","Sadako",
"完本","Kanbon (complete edition)",
"官","job grade",
"官位","official court rank",
"官位官職","official rank and government post",
"官位辞退","refusal of official rank",
"官位履歴","Career of job grade",
"官位令","Court ranking law",
"官営工房","government craft center",
"官営事業","national project",
"官営鉄道（官鉄）","Government Railway (Kantetsu)",
"官営幌内鉄道","state-owned Horonai Railway",
"官官接待","kan-kan-settai (business entertaining higher-ranked government employee by lower-ranked government employee)",
"官休庵","Kankyu-an Tearoom",
"官休庵露地","Kankyu-an roji",
"官給軍刀","Government furnished military sword",
"官軍","government army",
"官軍参与","Imperial Army Council",
"官軍指揮者","commander of imperial force",
"官祭","public rites and festivals",
"官司","government official",
"官司国司","the government official and the pvovincial governor",
"官寺","kanji (state-sponsored temples)",
"官社解放令","Kansha (shrines) Kaiho Edict",
"官女","court lady",
"官省符荘","Kanshofu sho (a shoen enjoying immunity from taxation by virtue of having official documents from both the Council of State and the Ministry of Popular Affairs)",
"官職","job grade",
"官職位階履歴","Career of job grade",
"官職任免","appointment and dismissal of the government post",
"官人","government official (esp. one of low to medium rank)",
"官人の卒伝","biography of officials",
"官制","government-regulated organization or facility, etc.",
"官製","government -regulated organization or facility etc.",
"官設鉄道","Japanese Imperial Government Railway",
"官僧","offical monk",
"官奏","kanso (to make a comment to the Emperor at the morning meeting)",
"官打ち","Kanuchi (a kind of curses)",
"官大官幣大社","kantai kanpei taisha",
"官田","Kanden (imperial estates)",
"官途奉行","Kanto-bugyo (a commissioner of the appointment to an office)",
"官能美","sensual beauty",
"官符","kanpu (official documents from Dajokan, or Great Council of State)",
"官兵衛","Kanbee",
"官幣大社","Kanpei Taisha",
"官幣中社","Kanpei Chusha",
"官幣名神大社","Kanpei Myojin Taisha Shrine",
"官報","official gazett",
"官房長官","the Chief Cabinet Secretary",
"官務家","the Kanmu family",
"官名","official name of a government office",
"官吏","government official",
"官立寺院","national temple",
"官僚","the bureaucracy",
"官僚組織","a bureaucratic organization",
"官歴","Record of offices and ranks held",
"官衙","Kanga (government office)",
"寛","Kakei",
"寛意","Kani",
"寛胤法親王（1309 - 1376）","Cloistered Imperial Prince Kanin (1309-1376)",
"寛永","Kanei",
"寛永の三筆","Kanei no Sanpitsu (three most famous calligraphers in Kanei period)",
"寛永三名妓","Kanei Three Famous Geishas",
"寛永寺","Kanei-ji Temple",
"寛永通宝","Kanei-tsuho",
"寛永年間","Kanei era",
"寛延","Kanen era",
"寛喜","Kangi era",
"寛宮恵仁","Yutanomiya Ayahito",
"寛暁大僧正","Kangyo Daisojo (the head priest of a Buddhist sect)",
"寛慶","Kankei",
"寛元","Kangen era",
"寛弘","Kanko",
"寛治","Kanji era",
"寛治の荘園整理令","Kanji Decree Restricting the Expansion of Private Estates",
"寛助","Kanjo",
"寛信","Kanshin",
"寛仁","Kannin era",
"寛仁親王","Imperial Prince Tomohito",
"寛政","Kansei era",
"寛政の改革","Kansei Reform",
"寛政重修諸家譜","Kansei Choshu Shokafu (genealogies of vassals in Edo bakufu)",
"寛政年間","Kansei era",
"寛正","Kansho era",
"寛正の大飢饉","Kansho famine",
"寛正の法難","the religious persecution in the Kansei Era",
"寛正本","Kanshobon Old Transcription",
"寛朝","Kancho",
"寛朝僧正","Priest Kancho Sojo",
"寛朝大僧正","Kancho Dai-sojo (the head priest of a Buddhist sect)",
"寛典","lenient treatment",
"寛徳","Kantoku era",
"寛徳の荘園整理令","Kantoku Decree Restricting the Expansion of Private Estates",
"寛文","Kanbun era",
"寛文小袖","Kanbun kosode, Kanbun style kosode",
"寛文新堤","Kanbun Shintei Dike",
"寛文年間","Kanbun era",
"寛平","Kanbyo era, Kanpyo era",
"寛平の治","Kanpyo no chi (Glorious Kanpyo rule)",
"寛平御遺誡","Kanpyo no goyuikai (Emperor Uda's injunction)",
"寛平御時后宮歌合","poem competition in Kanpyo era",
"寛平大宝","Kanpyo-taiho",
"寛平法皇","Cloistered Emperor Kanpyo ",
"寛遍","Kanpen",
"寛保","Kanpo era",
"寛明親王","Imperial Prince Yutaakira",
"寛明太子（後の朱雀天皇）","Prince Kanmei (later Emperor Suzaku)",
"寛裕高雅","wide heart and elegant",
"寛和","Kanna era",
"干菓子","dry sweets (dry confectionary)",
"干支","the Oriental zodiac",
"干珠島","Kanju-jima island",
"干場","Hoshiba",
"干拓","reclamation",
"干戈","fighting",
"幹事・理事","Organizer, board member",
"幹仁","Motohito",
"感城楽","Kanjoraku",
"感情・ストレス・健康研究センター","Center for Studies on Emotions, Stress and Health",
"感状授与","awarding of citation",
"感神院","Kanshin-in Shrine",
"感染経路","contageous route",
"感熱紙","thermal [heat-sensitive] paper/thermal recording paper /thermosensitive paper",
"桓因","Kanin",
"桓算","Kansan",
"桓武帝","Emperor Kanmu",
"桓武天皇皇子仲野親王高畠墓","the Imperial Mausoleum of prince Nakano, prince of Emperor Kanmu",
"桓武天皇朝","Kanmu Emperor'a period",
"桓武平氏","Kanmu-Heishi (Taira clan)",
"桓武平氏高棟流","Kanmu-Heishi (Taira clan) Takamune line",
"桓雄","Kanyu",
"款印","Artist's Signature Stamp",
"款記","Kanki-hitsu",
"歓喜院","Kangi-in",
"歓喜丸（かんぎがん）","Kangi-gan",
"歓喜心院","Kangishin-in Temple",
"歓喜団（かんぎだん）","Kangi-dan",
"歓喜天","Kangiten (Nandikesvara, Ganesh in the Buddhist pantheon)",
"歓喜天供","Kangiten-gu Mass",
"歓宮","Yoshinomiya",
"歓子","Kanshi",
"歓修寺政顕","Masaaki KAJUJI",
"汗衫","kazami (young girl's formal costume)",
"漢","Han",
"漢王朝","Han",
"漢画","Chinese style painting",
"漢画系","Kanga group",
"漢学","Sinology",
"漢語","words of Chinese origin",
"漢皇子","Aya no Miko",
"漢詩","Chinese poetry",
"漢詩の会","Kanshi (Chinese poem) party",
"漢詩辞書『聚分韻略』","Chinese verse dictionary ""Ruibun inryaku""",
"漢詩集","a collection of Chinese verse",
"漢詩人","composer of Chinese poems",
"漢詩文","Chinese-style poem",
"漢詩文集","a collection of Chinese poems",
"漢字","kanji (Chinese characters)",
"漢書","Historical records of the Han Dynasty",
"漢城","Hanseong",
"漢籍","Chinese classic books",
"漢代","the age of the Han dynasty",
"漢文","kanbun (Sino-Japanese)",
"漢文学","Chinese classical literature",
"漢文体","kanbun, classical Chinese",
"漢文調","Chinese classics flavor",
"漢文日記","diary written in Chinese",
"漢陽寺","Kanyo-ji Temple",
"潅仏会","Kanbutsue (Buddha's-birthday celebration)",
"環境・コミュニティコース","Course in Community and Environment",
"環境システム学科","Department of Environmental Systems",
"環境ソリューション研究機構","Research Organization of Environmental Solution",
"環境パーク","Environmental Park",
"環境ビジネス研究所","Environmental Business Research Center",
"環境マネジメント研究所","Environment Management Research Center",
"環境建築研究所","Environmental Architecture Research Center",
"環境社会学科","Department of Environmental and Social Studies",
"環境省","Ministry of the Environment",
"環境省京都御苑管理事務所","Kyoto Gyoen National Garden Office, Ministry of the Environment",
"環水楼","Kansuiro",
"環翠軒宗武","Kansuiken Sobu",
"環翠楼","Kansuiro",
"甘楽郡","Kanra County",
"甘楽町","Kanra Town",
"甘州","Kanshu music",
"甘藷","kansho (sweet potato)",
"甘酢漬け","Amazuzuke (pickling in sweetened vinegar)",
"甘糟景継","Kagetsugu AMAKASU",
"甘南備山","Mt.Kannabi",
"甘利氏","the Amari clan",
"甘露寺","Kanro-ji Temple",
"甘露寺家","the Kanroji family",
"甘露寺経遠","Tsuneto KANROJI",
"甘露寺経元","Tsunemoto KANROJI",
"甘露寺元長","Motonaga KANROJI",
"甘露寺支流","Kanroji Branch",
"甘露寺親長","Chikanaga KANROJI",
"甘露寺房長","Fusanaga KANROJI",
"甘露寺妍子","Kiyoko KANROJI",
"甘露門","Kanromon Sutra",
"監査委員","audit commissioner",
"監督","Director",
"監督官","control officer",
"監門大将軍","Kanmon taishogun",
"監門長史","Emon choshi",
"看雲 (の) 庭","Kanuntei/Kanun no niwa (Garden of Appreciating Clouds)",
"看聞日記","Kanmon Nikki (The Diary of Imperial Prince Fushimi no miya Sadafusa)",
"竿燈","Kanto poles",
"管弦","Kangen (gagaku piece without dance)",
"管絃","Kangen music",
"管絃舞楽","Kangen Bugaku",
"管長","chief abbot",
"管理栄養士専攻","Major in Food Science and Dietetics",
"管理団体","management organization",
"管理棟","Administration Building",
"管領","kanrei (shogunal deputy)",
"管領家","Kanryo Family (the family in control)",
"管領細川勝元","Shogunal Deputy Katsumoto HOSOKAWA",
"管領細川政元","Shogunal Deputy Masamoto HOSOKAWA",
"管領細川頼之","Shogunal Deputy Yoriyuki HOSOKAWA",
"管領代","Kanrei-dai (representative of a shogunal deputy)",
"管領畠山満家","Mitsuie HATAKEYAMA, kanrei, shogunal deputy; chief official of the Ashikaga shogunate",
"管領罷免","deposition of Kanrei Title",
"簡体字","simplified characters",
"肝吸虫","Chinese liver fluke",
"肝硬変","liver cirrhosis",
"肝心要","Kanjin-kaname (the main point)",
"肝煎","sponsorship",
"肝臓ジストマ","liver distome",
"艦隊","fleet",
"観","Kan",
"観阿","Kana",
"観阿弥","Kanami",
"観阿弥陀仏","Kana midabutsu",
"観応","Kano era",
"観応の擾乱","Kanno Disturbance",
"観応年間","Kanno era",
"観音","Deity of Mercy",
"観音院","Kannon-in Temple",
"観音院流","Kannonin-ryu",
"観音猿鶴図","Kannon Enkaku zu",
"観音応験記","Kuang-shih-yin Ying-yen-chi",
"観音開き","(hinged) double doors",
"観音丸","Kannonmaru",
"観音経","Kannon-gyo Sutra",
"観音寺","Kannon-ji Temple",
"観音寺市","Kannonji City",
"観音寺城","Kannonji-jo Castle",
"観音寺線","Kannonji Route",
"観音寺騒動","Kannonji family feud",
"観音寺村","Kannonji-mura",
"観音信仰","Kannon Worship",
"観音像","Kannon-zo (statue of the Kannon)",
"観音大士","Kannon Daishi",
"観音殿","Kannonden",
"観音堂","Kannon-do Hall (a temple dedicated to Kannon)",
"観音導利興聖宝林禅寺","Kannon Dori Kosho Horin-zenji Temple",
"観音峠","Kannon-toge Mountain pass",
"観音峠隧道","Kannon toge suido (the Kannon Pass Tunnel)",
"観音菩薩","Kannon Bosatsu (Kannon Buddhisattva)",
"観音菩薩坐像","Kannon Bosatsu zazo (sitting statue of the Kannon)",
"観音菩薩像","statue of Kannon Bosatsu",
"観音霊場","a sacred place of Kannon",
"観喜","Joyful service",
"観客席","an auditorium",
"観空西念","Kanku Sainen",
"観経","Kangyo",
"観経疏","Kangyosho",
"観経疏他筆鈔","Kangyosho Tahitsusho",
"観経疏大意","Kangyosho Taii",
"観経秘決集","Kangyo Hiketsu-Shu",
"観経曼荼羅図","Kangyo Mandala zu",
"観月（かんげつ）","Kangetsu (Moon viewing)",
"観月会","Kangetsu-kai",
"観月橋","Kangetsu-kyo Bridge",
"観月橋駅","Kangetsukyo Station",
"観月祭","full moon party",
"観月神楽の夕べ","Mizuki (moon-viewing) Kagura (ancient Shinto music and dancing) Night",
"観月台（重要文化財）","Moon-viewing Pavilion (Important Cultural Property)",
"観賢","Kangen",
"観光シーズン","sightseeing season",
"観光バス","sightseeing bus",
"観光案内書","leaflets of tourism information",
"観光客","tourists",
"観光業振興","tourist industry promotion",
"観光事業","the tourist industry",
"観光水産課","Tourism and Fisheries Division",
"観光船","an excursion ship",
"観光列車「みすゞ潮彩」","JR Rapid Service Train ""Misuzu Shiosai""",
"観行","Kangyo",
"観行院（典侍・橋本経子）","Kangyoin (Naishinosuke Tsuneko HASHIMOTO)",
"観山","Kanzan",
"観自在","Kanjizai",
"観自在王院","Kanjizai-oin",
"観自在菩薩","Kanjizai Bosatsu",
"観修僧都","Kanshusozu",
"観照","contemplation, meditation",
"観心寺","Kanshin-ji Temple",
"観心寺如意輪観音坐像","the seated statue of Cintamani-cakva (manifestation of Avalokitesvara)",
"観世","KANZE",
"観世栄夫","Hideo KANZE",
"観世音寺","Kanzeon-ji Temple",
"観世音菩薩","Kanzeon Bosatsu",
"観世音菩薩の霊験譚","tale of miraculous efficacy of Kannon (Buddha of Mercy)　Bodhisattva",
"観世家","the Kanze family",
"観世元雅","Motomasa KANZE",
"観世元章","Motoakira Kanze",
"観世左近","Sakon KANZE",
"観世座","Kanze-za",
"観世三郎元重","Saburo-motoshige KANZE",
"観世宗家","Kanze familyhead",
"観世小次郎信光","Nobumitsu KANZAKOJIRO",
"観世信光","Nobumitsu KANZE",
"観世清親","Kiyochika KANZE",
"観世清和","Kiyokazu KANZE",
"観世静夫","Shizuo KANZE",
"観世太夫","Kanze-dayu",
"観世大夫","Dayu KANZE",
"観世流","Kanze school",
"観世銕之丞家","Tetsunojo KANZE",
"観世銕之亟家","Tetsunojo KANZE",
"観勢","Kanzei",
"観泉寺","Kansen-ji Temple",
"観想","contemplation, meditation",
"観相","understanding of the property and fate of people from their appearance",
"観瀧寺","Kanryu-ji Temple",
"観智院","Kanchi-in Temple",
"観念阿弥陀仏相海三昧功徳法門","Kannen Amidabutsu Sokaisammaikudokuhomon",
"観念法門","Kannen-bomon",
"観普賢経","Kanfugenkyo (Samantabhadra Contemplation Sutra)",
"観無量寿経","Kanmuryojukyo (one of the scriptures of Mahayana Buddhism)",
"観門義草案","Kanmon Gisoan",
"観蓮","Kanren",
"観勒","Kanroku",
"貫","kan (a unit for the fields, which was determined on the basis of the yields and did not depend on the areas)",
"貫主","the chief abbot",
"貫首","chief abbot of a Buddhist temple",
"貫前神社","Nukisaki-jinja Shrine",
"貫之集","Tsurayuki collection",
"還学生（げんがくしょう、短期留学生）","Scholors sent to China for a short period",
"還橋徳高","Tokko GENBASHI",
"還御","the return of the Emperor",
"還御祭（かんぎょさい）","Kangyo-sai Festival",
"還幸","Kanko (Emperor to go back home)",
"還幸祭","Kankosai (festival of returing the god from the portable shrine to the shrine pavilion)",
"還城楽","Genjoraku",
"還俗","exclaustration",
"還俗宮","Genzoku-no-miya",
"還任","reappointment",
"還補","reassign",
"還来神社（もどろきじんじゃ）","Modoroki-jinja Shrine",
"還来大神","Modoroki okami",
"鑑真","Jianzhen",
"鑑真和上","Jianzhen, Ganjin-wajo",
"鑑真和上坐像","sedentary statue of Jianzhen",
"鑑智国師","Kanchi kokushi",
"鑑別","discrimination",
"間","ken (counter used to number the gaps between pillars)",
"間宮林蔵","Rinzo MAMIYA",
"間狂言（あいきょうげん）","Ai kyogen (comic interlude in Noh)",
"間元町竹屋町","Ainomachi-Takeyamachi",
"間仕切り","majikiri (partition)",
"間仕切り建具","partition fittings",
"間者","Kanja (spy)",
"間人","Taiza",
