File name,Wikipedia ID,Title,Category,Number of sentences,Translator ID
CLT01419.xml,1058288,瓢箪小僧,culture,8,KY_4945
CLT01420.xml,1059289,襟立衣,culture,11,KY_4945
CLT01421.xml,1059474,蓑草鞋,culture,8,KY_4945
CLT01422.xml,1062211,角盥漱,culture,12,KY_4945
CLT01423.xml,1062222,五徳猫,culture,12,KY_4945
CLT01424.xml,1064211,揮毫,culture,7,KM_6394
CLT01425.xml,1074779,肉詰めピーマン,culture,7,KM_6394
CLT01426.xml,1078983,茶屋辻,culture,34,KY_4945
CLT01427.xml,1080309,座敷,culture,23,KY_4945
CLT01428.xml,1084940,七歩蛇,culture,9,KY_4945
CLT01429.xml,1088041,登り窯,culture,59,NM_5685
CLT01430.xml,1088552,鈴彦姫,culture,6,KY_4945
CLT01431.xml,1096882,入内雀,culture,23,KY_4945
CLT01432.xml,1104818,幣六,culture,6,KY_4945
CLT01433.xml,1104835,不落不落,culture,6,KY_4945
CLT01434.xml,1105430,骨傘,culture,11,KY_4945
CLT01435.xml,1107629,ゲームアーカイブ・プロジェクト,culture,13,KY_4945
CLT01436.xml,1113001,白倉敬彦,culture,11,JT_5917
CLT01437.xml,1121841,塵塚怪王,culture,8,KY_4945
CLT01438.xml,1124614,鞍野郎,culture,6,KY_4945
CLT01439.xml,1126437,古空穂,culture,9,KY_4945
CLT01440.xml,1128840,沓頬,culture,8,KY_4945
CLT01441.xml,1128953,鳴釜,culture,13,KY_4945
CLT01442.xml,1130166,阿知女作法,culture,46,JT_5917
CLT01443.xml,1133517,大蜘蛛,culture,13,EY_5289
CLT01444.xml,1138396,経凛々,culture,7,EY_5289
CLT01445.xml,1138402,小袖の手,culture,13,EY_5289
CLT01446.xml,1138404,屏風のぞき,culture,16,EY_5289
CLT01447.xml,1152558,胡麻塩,culture,8,KM_6394
CLT01448.xml,1156570,砂紋,culture,24,KM_6394
CLT01449.xml,1164102,織部焼,culture,12,EY_5289
CLT01450.xml,1172322,茂山千五郎,culture,40,HT_6328
CLT01451.xml,1188164,合方,culture,11,KM_6394
CLT01452.xml,1228887,竈 (くど),culture,8,EY_5289
CLT01453.xml,1237886,山本東次郎,culture,39,KM_6394
CLT01454.xml,1240031,八景,culture,52,EY_5289
CLT01455.xml,1252741,地久,culture,9,RT_6192
CLT01456.xml,1253213,蘇志摩利,culture,33,RT_6192
CLT01457.xml,1254940,承和楽,culture,13,YR_5548
CLT01458.xml,1258116,模刻,culture,70,KM_6394
CLT01459.xml,1263165,東活映画社,culture,13,EY_5289
CLT01460.xml,1270054,庶人三台,culture,8,TT_5545
CLT01461.xml,1274431,マキノ映画製作所,culture,37,HY_6216
CLT01462.xml,1274832,ミカド商会,culture,22,MN_6004
CLT01463.xml,1275174,牧野教育映画製作所,culture,40,MN_6004
CLT01464.xml,1290379,八幡巻,culture,6,TT_5545
CLT01465.xml,1296631,山内流,culture,17,CA_6434
CLT01466.xml,1297702,宇佐神宮御神能,culture,17,CA_6434
CLT01467.xml,1303281,東亜キネマ,culture,34,NT_4975
CLT01468.xml,1308642,宝生流 (ワキ方),culture,21,CA_6434
CLT01469.xml,1309259,マキノトーキー製作所,culture,60,NT_4975
CLT01470.xml,1310671,マキノ・プロダクション,culture,51,NT_4975
CLT01471.xml,1311204,手まり,culture,27,MW_1472
CLT01472.xml,1314901,末広 (狂言),culture,26,CA_6434
CLT01473.xml,1321475,エトナ映画社,culture,19,NT_4975
CLT01474.xml,1322367,京都フィルハーモニー室内合奏団,culture,8,NT_4975
CLT01475.xml,1322537,千鳥 (狂言),culture,19,CA_6434
CLT01476.xml,1323655,阪妻・立花・ユニヴァーサル連合映画,culture,21,NT_4975
CLT01477.xml,1324285,大衆文芸映画社,culture,31,NT_4975
CLT01478.xml,1324532,正映マキノキネマ,culture,13,NT_4975
CLT01479.xml,1324556,日本の書道史,culture,613,KO_1183
CLT01480.xml,1324682,宝塚キネマ興行,culture,17,NT_4975
CLT01481.xml,1324861,勝見庸太郎プロダクション,culture,21,NT_4975
CLT01482.xml,1326076,阪東妻三郎プロダクション,culture,77,AI_6464
CLT01483.xml,1326194,ツキガタプロダクション,culture,18,NT_4975
CLT01484.xml,1329759,片岡千恵蔵プロダクション,culture,38,NT_4975
CLT01485.xml,1330561,中根龍太郎喜劇プロダクション,culture,26,AI_6464
CLT01486.xml,1331831,山口俊雄プロダクション,culture,14,RS_5606
CLT01487.xml,1331956,市川小文治歌舞伎映画プロダクション,culture,17,RS_5606
CLT01488.xml,1332483,山本礼三郎プロダクション,culture,16,RS_5606
CLT01489.xml,1333147,武井龍三プロダクション,culture,19,RS_5606
CLT01490.xml,1333382,嵐寛寿郎プロダクション,culture,26,RK_4723
CLT01491.xml,1334088,日本映画プロダクション連盟,culture,26,RK_4723
CLT01492.xml,1339640,東映京都撮影所,culture,23,MW_1472
CLT01493.xml,1343116,協立映画プロダクション,culture,11,RK_4723
CLT01494.xml,1343286,天目茶碗,culture,16,NT_4975
CLT01495.xml,1343772,太秦発声映画,culture,13,RK_4723
CLT01496.xml,1345054,マキノ芸能社,culture,25,MW_1472
CLT01497.xml,1348427,東横映画,culture,27,MW_1472
CLT01498.xml,1354225,西本願寺本三十六人家集,culture,19,NT_4975
CLT01499.xml,1356458,横田商会,culture,30,MT_5532
CLT01500.xml,1358081,大帷,culture,18,RK_4723
CLT01501.xml,1373452,古墨,culture,83,TT_6061
CLT01502.xml,1378751,初花,culture,27,JT_5917
CLT01503.xml,1378786,平楽寺書店,culture,14,RK_4723
CLT01504.xml,1385518,曜変天目茶碗,culture,61,FK_1381
CLT01505.xml,1397165,宗旦狐,culture,27,RK_4723
CLT01506.xml,1397195,黒川能,culture,20,TT_5545
CLT01507.xml,1403585,蓋置,culture,6,JT_5917
CLT01508.xml,1403615,風炉先屏風,culture,7,JT_5917
CLT01509.xml,1410741,錦絵新聞,culture,123,HN_1422
CLT01510.xml,1411726,片輪車,culture,34,JK_5031
CLT01511.xml,1411727,雲外鏡,culture,30,JK_5031
CLT01512.xml,1411996,陰摩羅鬼,culture,18,RK_4723
CLT01513.xml,1414296,一反木綿,culture,33,JK_5031
CLT01514.xml,1417614,鏡板,culture,10,HN_1422
CLT01515.xml,1424676,新作能,culture,37,HN_1422
CLT01516.xml,1425956,梅若流,culture,41,FK_1381
CLT01517.xml,1430438,大和遠州流,culture,5,JH_5584
CLT01518.xml,1434075,舞扇,culture,9,JH_5584
CLT01519.xml,1441705,勧進能,culture,26,JH_5584
CLT01520.xml,1445067,鼓月,culture,13,JH_5584
CLT01521.xml,1466971,懐紙,culture,34,JH_5584
CLT01522.xml,1466994,袱紗挟み,culture,49,JH_5584
CLT01523.xml,1469523,古袱紗,culture,15,JH_5584
CLT01524.xml,1469579,小茶巾,culture,11,JH_5584
CLT01525.xml,1476352,出作,culture,9,YS_4996
CLT01526.xml,1477844,高安流,culture,30,JH_5584
CLT01527.xml,1477864,進藤流,culture,13,JH_5584
CLT01528.xml,1477874,春藤流,culture,14,JH_5584
CLT01529.xml,1492487,森田流,culture,13,JH_5584
CLT01530.xml,1492505,一噌流,culture,10,JH_5584
CLT01531.xml,1492511,藤田流,culture,7,JH_5584
CLT01532.xml,1492515,春日流,culture,6,JH_5584
CLT01533.xml,1492520,平岩流,culture,7,JH_5584
CLT01534.xml,1492533,威徳流,culture,12,JH_5584
CLT01535.xml,1494871,剣詩舞,culture,12,TT_5545
CLT01536.xml,1495031,剣扇舞,culture,25,TT_5545
CLT01537.xml,1497648,幸流,culture,18,TT_5545
CLT01538.xml,1497658,幸清流,culture,8,NT_4975
CLT01539.xml,1497686,大倉流,culture,24,NT_4975
CLT01540.xml,1497706,石井流,culture,10,NT_4975
CLT01541.xml,1498687,葛野流,culture,11,NT_4975
CLT01542.xml,1501254,硯箱,culture,14,NT_4975
CLT01543.xml,1502698,古活字本,culture,11,YS_4996
CLT01544.xml,1503054,髭櫓,culture,9,NT_4975
CLT01545.xml,1503055,鉢木,culture,12,MA_4760
CLT01546.xml,1505563,修羅能,culture,20,MA_4760
CLT01547.xml,1507351,京都音楽博覧会,culture,19,FK_1381
CLT01548.xml,1507960,髪洗い,culture,7,MA_4760
CLT01549.xml,1510374,鬘能,culture,11,KS_6435
CLT01550.xml,1510595,脇能,culture,9,KS_6435
CLT01551.xml,1511575,切能,culture,6,KS_6435
CLT01552.xml,1515841,死絵,culture,19,KS_6435
CLT01553.xml,1524746,焼きなす,culture,7,KS_6435
CLT01554.xml,1531511,縫腋袍,culture,9,SH_1817
CLT01555.xml,1533172,スーパー歌舞伎,culture,12,KS_6435
CLT01556.xml,1539764,宿場一夜夢街道,culture,11,YR_5548
CLT01557.xml,1548671,粥杖,culture,15,YR_5548
CLT01558.xml,1549674,春峯庵事件,culture,6,KS_6435
CLT01559.xml,1550125,長谷雄草紙,culture,11,KS_6435
CLT01560.xml,1552510,庭燎,culture,27,EM_5696
CLT01561.xml,1552878,雲伝心道流,culture,8,KS_6435
CLT01562.xml,1558304,宣命,culture,38,SH_6356
CLT01563.xml,1560769,抜衣紋,culture,9,EM_5696
CLT01564.xml,1561673,朱雀門の鬼,culture,18,EM_5696
CLT01565.xml,1562395,楢柴肩衝,culture,14,KS_6435
CLT01566.xml,1562502,大和猿楽,culture,6,KS_6435
CLT01567.xml,1571380,袞衣,culture,26,TT_2058
CLT01568.xml,1590853,居敷当,culture,8,TT_2058
CLT01569.xml,1592056,小川流,culture,6,KS_6435
CLT01570.xml,1602276,牛郎織女,culture,13,TT_2058
CLT01571.xml,1607223,京都書院,culture,8,TT_2058
CLT01572.xml,1609458,京極東宝,culture,27,KT_6346
CLT01573.xml,1614386,機巧童子ULTIMO,culture,68,HY_6216
CLT01574.xml,1624732,栃餅,culture,8,AS_4746
CLT01575.xml,1628320,瓢鮎図,culture,24,KT_6346
CLT01576.xml,1634587,京人形 (人形),culture,14,KT_6346
CLT01577.xml,1636475,芋羊羹,culture,19,AS_4746
CLT01578.xml,1638713,高麗楽,culture,7,KT_6346
CLT01579.xml,1639937,京都シティハーフマラソン,culture,30,KT_6346
CLT01580.xml,1642395,新形三十六怪撰,culture,18,AS_4746
CLT01581.xml,1642772,竹琴,culture,11,KT_6346
CLT01582.xml,1643676,京都写真家協会,culture,10,KT_6346
CLT01583.xml,1648417,京都国際学生映画祭,culture,45,KN_6421
CLT01584.xml,1649095,小笠原家茶道古流,culture,16,MT_3572
CLT01585.xml,1649640,伸子,culture,14,KN_6421
CLT01586.xml,1650611,板張り,culture,23,KN_6421
CLT01587.xml,1655504,ぱっち,culture,7,KN_6421
CLT01588.xml,1662091,京こま,culture,16,TI_4556
CLT01589.xml,1663289,信太巻,culture,7,MT_3572
CLT01590.xml,1664900,観光圏,culture,57,ＮＨ_5810
CLT01591.xml,1665346,能の現行演目一覧,culture,6,MT_3572
CLT01592.xml,1673373,大徳寺納豆,culture,12,TI_4556
CLT01593.xml,1680479,袢纏,culture,6,TI_4556
CLT01594.xml,1684130,七小町,culture,10,MT_3572
CLT01595.xml,1685717,帛紗,culture,21,MT_3572
CLT01596.xml,1690913,打根,culture,23,NM_5685
CLT01597.xml,1728658,竹中木版,culture,18,TS_2664
CLT01598.xml,1730692,公家列影図,culture,15,TI_4556
CLT01599.xml,1730850,紫野千家流,culture,12,TS_2664
CLT01600.xml,1738356,未生斎広甫,culture,21,TS_2664
CLT01601.xml,1738963,未生流,culture,16,TS_2664
CLT01602.xml,1739710,未生斎一甫,culture,4,TS_2664
CLT01603.xml,1740119,ほめことば,culture,14,TS_2664
CLT01604.xml,1745300,久良岐公園,culture,21,CA_6434
CLT01605.xml,1774758,順下,culture,10,CA_6434
CLT01606.xml,1782952,莫目,culture,10,CA_6434
CLT01607.xml,1783855,もじり術,culture,5,CA_6434
CLT01608.xml,1530,相撲,culture,216,JH_5584
CLT01609.xml,1803,明治,culture,164,YC_2616
CLT01610.xml,1822,すごろく,culture,79,IW_5578
CLT01611.xml,1957,百人一首,culture,158,AT_6415
CLT01612.xml,2703,風物詩,culture,60,KT_5640
CLT01613.xml,3110,時代劇,culture,80,YC_2616
CLT01614.xml,6542,日本海,culture,86,YC_2616
CLT01615.xml,6575,猩猩,culture,50,AT_6415
CLT01616.xml,8205,日本の宗教,culture,90,KM_6394
CLT01617.xml,8404,折り紙,culture,140,EM_5696
CLT01618.xml,12239,旧暦,culture,68,KY_6069
CLT01619.xml,14499,日出処の天子,culture,170,MS_4412
CLT01620.xml,15713,水切り,culture,50,EY_5289
CLT01621.xml,16097,ファッション,culture,93,HM_4567
CLT01622.xml,16630,成人の日,culture,25,MT_5532
CLT01623.xml,16632,建国記念の日,culture,74,KT_5640
CLT01624.xml,17804,秋分の日,culture,33,AI_6464
CLT01625.xml,17805,春分の日,culture,16,SH_1817
CLT01626.xml,19286,決まり字,culture,15,MS_6025
CLT01627.xml,20032,人力車,culture,81,KT_6346
CLT01628.xml,21034,瓦,culture,77,KH_5229
CLT01629.xml,22971,ちゃんこ鍋,culture,54,EM_5696
CLT01630.xml,24253,飯,culture,117,YR_5548
CLT01631.xml,24515,重森弘淹,culture,12,EY_5289
CLT01632.xml,25420,饅頭,culture,137,EM_5696
CLT01633.xml,25585,文明論之概略,culture,12,KY_6069
CLT01634.xml,27275,ウメ,culture,124,CN_5253
CLT01635.xml,29207,花道,culture,15,AI_6464
CLT01636.xml,30999,屋台,culture,189,OR_6541
CLT01637.xml,34446,遊廓,culture,46,CN_5253
CLT01638.xml,36422,新年宴会,culture,10,MT_5532
CLT01639.xml,43482,お蔭参り,culture,132,KM_6394
CLT01640.xml,47555,皿屋敷,culture,61,SH_6356
CLT01641.xml,51288,読本,culture,29,MS_6370
CLT01642.xml,52001,南総里見八犬伝,culture,279,RS_5606
CLT01643.xml,52490,煎餅,culture,47,MS_6256
CLT01644.xml,55405,文楽,culture,178,RS_5606
CLT01645.xml,60456,幽霊,culture,115,KT_5640
CLT01646.xml,62544,花伝書,culture,25,YR_5548
CLT01647.xml,67116,だるま,culture,120,YS_5323
CLT01648.xml,68226,地車,culture,109,YR_5548
CLT01649.xml,68700,米百俵,culture,22,HM_4567
CLT01650.xml,73484,馬術,culture,60,AT_6415
CLT01651.xml,73534,京漆器,culture,15,RS_5606
CLT01652.xml,82365,日本画家,culture,5,MT_5532
CLT01653.xml,85874,文七元結,culture,45,HM_4567
CLT01654.xml,87928,鞘,culture,97,MT_3572
CLT01655.xml,89559,女形,culture,21,HM_4567
CLT01656.xml,98849,寄木細工,culture,50,YR_5548
CLT01657.xml,101735,ぼたもち,culture,45,AT_6415
CLT01658.xml,102712,鵜,culture,35,YS_4996
CLT01659.xml,103110,精米歩合,culture,49,TT_2058
CLT01660.xml,106255,ラッキョウ,culture,20,MT_5532
CLT01661.xml,107254,重要美術品,culture,47,MS_6256
CLT01662.xml,109956,蕎麦がき,culture,11,EM_5696
CLT01663.xml,110349,再茲歌舞伎花轢,culture,22,HM_4567
CLT01664.xml,111037,三倍増醸清酒,culture,12,TT_2058
CLT01665.xml,111108,金平,culture,8,EM_5696
CLT01666.xml,111293,鉄火巻,culture,9,SH_1817
CLT01667.xml,114204,賛,culture,16,TT_2058
CLT01668.xml,114868,源氏嫡流,culture,44,YR_5548
CLT01669.xml,116753,タカナ,culture,27,EM_5696
CLT01670.xml,125552,べったら漬,culture,8,EM_5696
CLT01671.xml,126402,伎楽,culture,54,KS_6435
CLT01672.xml,126580,松井友閑,culture,12,KY_6069
CLT01673.xml,129598,根付,culture,41,KH_6523
CLT01674.xml,133635,東海道中膝栗毛,culture,33,YR_5548
CLT01675.xml,137408,伎楽面,culture,36,KH_6523
CLT01676.xml,143149,影武者 (映画),culture,37,CN_5253
CLT01677.xml,151108,日本の観光,culture,83,MT_6440
CLT01678.xml,154807,ガス灯,culture,74,KY_6069
CLT01679.xml,155031,日本猫,culture,58,SH_6356
CLT01680.xml,158726,どぶろく,culture,113,CN_5253
CLT01681.xml,161354,蘭亭序,culture,37,KN_6421
CLT01682.xml,167333,歌舞伎の家の芸一覧,culture,44,YR_5548
CLT01683.xml,167339,歌舞伎十八番,culture,29,YR_5548
CLT01684.xml,167610,すっぽん,culture,5,YR_5548
CLT01685.xml,167802,煙管,culture,101,EM_5696
CLT01686.xml,168831,くすぐり,culture,22,ST_3435
CLT01687.xml,172764,新歌舞伎十八番,culture,50,RS_5606
CLT01688.xml,172766,杏花戯曲十種,culture,12,RS_5606
CLT01689.xml,172769,猿翁十種,culture,13,RS_5606
CLT01690.xml,172771,澤瀉十種,culture,14,RS_5606
CLT01691.xml,172775,猿之助十八番,culture,24,RS_5606
CLT01692.xml,172778,可江集,culture,28,RS_5606
CLT01693.xml,172781,新古演劇十種,culture,12,RS_5606
CLT01694.xml,172783,片岡十二集,culture,14,RS_5606
CLT01695.xml,172787,高賀十種,culture,12,RS_5606
CLT01696.xml,172885,組み紐,culture,15,CN_5253
CLT01697.xml,173951,のっぺ,culture,7,AT_6415
CLT01698.xml,174622,淀君集,culture,9,RS_5606
CLT01699.xml,174623,玩辞楼十二曲,culture,14,RS_5606
CLT01700.xml,174626,秀山十種,culture,9,RS_5606
CLT01701.xml,185932,羽二重餅,culture,4,AT_6415
CLT01702.xml,188474,鶯餅,culture,5,AT_6415
CLT01703.xml,192246,団子,culture,78,AT_6415
CLT01704.xml,194314,上代特殊仮名遣,culture,84,MS_6025
CLT01705.xml,198922,名のり・注連縄切り・火祭り,culture,22,CN_5253
CLT01706.xml,201009,雑炊,culture,39,CN_5253
CLT01707.xml,204149,嫌い箸,culture,78,KN_6421
CLT01708.xml,207668,鳴門巻き,culture,21,KN_6421
CLT01709.xml,208417,助六,culture,393,KI_1919
CLT01710.xml,209455,熊野筆,culture,13,KN_6421
CLT01711.xml,216408,居延漢簡,culture,32,ＮＨ_5810
CLT01712.xml,218452,山田錦,culture,27,MS_6370
CLT01713.xml,223577,重要伝統的建造物群保存地区,culture,196,KY_6069
CLT01714.xml,223843,市松人形,culture,14,CN_5253
CLT01715.xml,229546,桐塑,culture,5,CN_5253
CLT01716.xml,230042,埋蔵文化財,culture,20,CN_5253
CLT01717.xml,232495,利休七哲,culture,19,NT_4975
CLT01718.xml,245730,江戸前寿司,culture,203,KO_1183
CLT01719.xml,247071,新歌舞伎,culture,18,RS_5606
CLT01720.xml,249603,越中褌,culture,84,SN_5119
CLT01721.xml,260093,道行旅路の花聟,culture,121,MM_6416
CLT01722.xml,260532,利休饅頭,culture,140,NT_4975
CLT01723.xml,268759,市川流,culture,6,RS_5606
CLT01724.xml,273806,紅しょうが,culture,27,KH_6523
CLT01725.xml,279980,松風,culture,65,KS_6435
CLT01726.xml,287936,鯨肉,culture,359,KO_1183
CLT01727.xml,288086,お化け,culture,59,KH_6523
CLT01728.xml,288238,石門心学,culture,31,TT_2058
CLT01729.xml,293061,野暮,culture,31,KH_6523
CLT01730.xml,301442,言文一致,culture,39,KS_6220
CLT01731.xml,302579,バンカラ,culture,5,KS_6220
CLT01732.xml,307482,選択無形文化財,culture,14,KT_5527
CLT01733.xml,309450,八島 (能),culture,41,KH_6523
CLT01734.xml,310169,べとべとさん,culture,11,MS_6025
CLT01735.xml,313647,船弁慶,culture,59,KH_6523
CLT01736.xml,317713,ハイカラ,culture,49,KS_6220
CLT01737.xml,318183,安宅,culture,137,KT_5527
CLT01738.xml,319041,三跡,culture,15,KH_6523
CLT01739.xml,321302,日本いけばな芸術協会,culture,49,TT_2058
CLT01740.xml,324262,班女,culture,33,KY_4945
CLT01741.xml,324439,砧 (能),culture,107,EM_5696
CLT01742.xml,325101,熊野 (能),culture,47,KY_4945
CLT01743.xml,325359,松風 (能),culture,37,KK_5829
CLT01744.xml,326923,石橋 (能),culture,28,KK_5829
CLT01745.xml,326946,高砂 (能),culture,19,CA_6434
CLT01746.xml,327644,奈良漬け,culture,27,MA_4760
CLT01747.xml,328287,仮名手本忠臣蔵,culture,570,NT_4975
CLT01748.xml,328380,膳所焼,culture,14,IW_5578
CLT01749.xml,330951,隅田川 (能),culture,37,CA_6434
CLT01750.xml,333695,井筒 (能),culture,109,CA_6434
CLT01751.xml,334052,鳶職,culture,106,KT_6346
CLT01752.xml,341519,永字八法,culture,68,TT_2058
CLT01753.xml,342363,童子切,culture,17,TT_2058
CLT01754.xml,342801,俳名,culture,4,RS_5606
CLT01755.xml,346412,詞,culture,53,JT_5917
CLT01756.xml,347292,散曲,culture,11,TT_5545
CLT01757.xml,348297,歌謡,culture,19,TT_5545
CLT01758.xml,351272,温泉饅頭,culture,17,CA_6434
CLT01759.xml,351931,自然居士 (能),culture,26,CA_6434
CLT01760.xml,355585,つっころばし,culture,14,JT_5917
CLT01761.xml,355995,画賛,culture,25,MM_6416
CLT01762.xml,358515,用心棒,culture,58,MM_6416
CLT01763.xml,360284,華道家,culture,5,MM_6416
CLT01764.xml,361974,かぶき者,culture,32,MM_6416
CLT01765.xml,362393,水馬,culture,17,MM_6416
CLT01766.xml,370352,化政文化,culture,12,IW_5578
CLT01767.xml,371663,花月 (能),culture,21,CA_6434
CLT01768.xml,384391,鑑画会,culture,8,KS_6220
CLT01769.xml,386183,花魁,culture,97,MM_6416
CLT01770.xml,388370,紅葉狩 (能),culture,42,CA_6434
CLT01771.xml,389826,道成寺 (能),culture,12,CA_6434
CLT01772.xml,391358,和時計,culture,18,ST_3435
CLT01773.xml,394954,チャンバラ,culture,47,KT_5460
CLT01774.xml,399699,三日御定法,culture,31,KT_6384
CLT01775.xml,400704,仏教絵画,culture,96,TT_2058
CLT01776.xml,404129,外郎売,culture,56,EY_5289
CLT01777.xml,404303,時代物,culture,11,KH_5229
CLT01778.xml,406576,美観地区,culture,9,TT_2058
CLT01779.xml,414629,天道,culture,21,ST_3435
CLT01780.xml,419521,与話情浮名横櫛,culture,74,KH_5229
CLT01781.xml,424137,御酒之日記,culture,10,KT_5460
CLT01782.xml,424394,酒造技能士,culture,23,KT_5460
CLT01783.xml,426029,辻占,culture,16,TT_2058
CLT01784.xml,427588,元禄の大古酒,culture,10,KT_5460
CLT01785.xml,433257,釜飯,culture,51,IW_5578
CLT01786.xml,434065,青砥稿花紅彩画,culture,65,MM_1759
CLT01787.xml,435617,黒衣,culture,20,YK_4246
CLT01788.xml,436017,奈良流,culture,14,MS_6256
CLT01789.xml,436629,千福,culture,8,KT_5460
CLT01790.xml,436988,競技かるた,culture,50,CA_6434
CLT01791.xml,437730,童蒙酒造記,culture,35,KT_5460
CLT01792.xml,442299,三社参り,culture,40,TT_2058
CLT01793.xml,442794,唱歌 (教科),culture,21,KS_6220
CLT01794.xml,445918,上方文化,culture,64,KT_5460
CLT01795.xml,452810,強盗返,culture,26,TT_2058
CLT01796.xml,455109,板碑,culture,19,TT_2058
CLT01797.xml,468429,海人 (能),culture,79,TA_6414
CLT01798.xml,475730,富籤,culture,73,KT_5460
CLT01799.xml,478938,名人・クイーン,culture,26,TA_6414
CLT01800.xml,480982,暫,culture,52,YT_6436
CLT01801.xml,482820,琵琶湖八景,culture,13,KT_5460
CLT01802.xml,492909,立役,culture,27,YT_6436
CLT01803.xml,492958,柿の葉寿司,culture,17,TA_6414
CLT01804.xml,493585,ガリ,culture,17,SH_1817
CLT01805.xml,493690,胡麻豆腐,culture,14,TA_6414
CLT01806.xml,498045,歳寒三友,culture,14,IW_5578
CLT01807.xml,504507,鉄鼠,culture,22,TT_2058
CLT01808.xml,504733,薄皮饅頭,culture,10,TA_6414
CLT01809.xml,506387,元禄文化,culture,6,IW_5578
CLT01810.xml,510325,積恋雪関扉,culture,34,MM_6416
CLT01811.xml,519556,野槌,culture,21,TA_6414
CLT01812.xml,519944,一本だたら,culture,26,KY_4945
CLT01813.xml,521814,絵本太功記,culture,50,IW_5578
CLT01814.xml,527237,心中天網島,culture,85,MM_1759
CLT01815.xml,528153,菅原伝授手習鑑,culture,182,RK_4723
CLT01816.xml,529680,印地,culture,28,IW_5578
CLT01817.xml,530110,漢学,culture,10,TA_6414
CLT01818.xml,540850,文人画,culture,14,TA_6414
CLT01819.xml,543955,隈取,culture,26,RK_4723
CLT01820.xml,548276,椿説弓張月,culture,56,RK_4723
CLT01821.xml,549288,日本酒級別制度,culture,21,KT_6346
CLT01822.xml,552559,低濃度酒,culture,18,KT_6346
CLT01823.xml,552573,ちらし寿司,culture,45,MS_6256
CLT01824.xml,552601,並行複発酵,culture,14,KT_6346
CLT01825.xml,552754,縦型精米機,culture,14,KT_6346
CLT01826.xml,554640,清酒酵母,culture,158,MT_3572
CLT01827.xml,558528,朴葉寿司,culture,38,SH_6356
CLT01828.xml,559827,石鼓文,culture,80,HN_1422
CLT01829.xml,562358,融米造り,culture,37,MS_6370
CLT01830.xml,562360,焙炒造り,culture,23,HN_1422
CLT01831.xml,562597,野生酵母,culture,9,HN_1422
CLT01832.xml,563567,発泡日本酒,culture,21,HN_1422
CLT01833.xml,566328,牛鬼,culture,146,KT_5640
CLT01834.xml,567179,みぞれ鍋,culture,12,TA_6414
CLT01835.xml,567199,飛鳥鍋,culture,6,TA_6414
CLT01836.xml,568250,整粒歩合,culture,10,HN_1422
CLT01837.xml,568946,高温糖化法,culture,25,KO_1183
CLT01838.xml,572931,破精,culture,15,KT_5527
CLT01839.xml,573399,水揚げ,culture,21,KT_5527
CLT01840.xml,573411,切り戻し,culture,6,KT_5527
CLT01841.xml,573423,深水,culture,7,KT_5527
CLT01842.xml,573435,湯揚げ,culture,8,KT_5527
CLT01843.xml,573581,逆水,culture,8,TT_6061
CLT01844.xml,573590,水無月祓 (能),culture,33,SH_6356
CLT01845.xml,574605,醸造用乳酸,culture,5,TT_6061
CLT01846.xml,578855,鋳掛屋,culture,22,TT_6061
CLT01847.xml,583617,水子,culture,12,TA_6414
CLT01848.xml,585525,日本髪,culture,234,KT_5640
CLT01849.xml,588456,市川宗家,culture,4,MN_6392
CLT01850.xml,590062,出品酒,culture,26,TT_6061
CLT01851.xml,591638,低精白酒,culture,18,TT_6061
CLT01852.xml,612618,なら燈花会,culture,59,TT_6061
CLT01853.xml,616073,賀茂 (能),culture,52,TT_6061
CLT01854.xml,616594,銀杏髷,culture,38,JT_5917
CLT01855.xml,617658,関羽 (歌舞伎),culture,8,MN_6392
CLT01856.xml,617672,嫐,culture,8,MN_6392
CLT01857.xml,617678,押戻,culture,7,MN_6392
CLT01858.xml,619668,象引,culture,9,KY_6069
CLT01859.xml,619672,不動,culture,7,YK_4246
CLT01860.xml,620598,青鷺火,culture,28,MA_4760
CLT01861.xml,629275,鳩居堂,culture,5,TT_2058
CLT01862.xml,636305,本多髷,culture,18,JT_5917
CLT01863.xml,636333,高髻,culture,15,HN_1422
CLT01864.xml,638184,雷電 (能),culture,56,HN_1422
CLT01865.xml,644453,辰巳芸者,culture,30,JT_5917
CLT01866.xml,646674,稚児髷,culture,40,EY_5289
CLT01867.xml,647170,シダレザクラ,culture,7,JT_5917
CLT01868.xml,648616,義経千本桜,culture,190,MD_5813
CLT01869.xml,658467,割り鹿の子,culture,8,JT_5917
CLT01870.xml,658517,丸髷,culture,23,EY_5289
CLT01871.xml,660382,重要無形民俗文化財,culture,324,KM_6394
CLT01872.xml,660876,吹輪,culture,11,TT_2058
CLT01873.xml,663396,髪結い,culture,29,KT_5527
CLT01874.xml,668593,隅田川続俤,culture,51,TT_6061
CLT01875.xml,669642,烏金拓,culture,11,KT_5527
CLT01876.xml,669652,蝉翼拓,culture,6,KT_5527
CLT01877.xml,674012,贈位,culture,29,TA_6414
CLT01878.xml,696392,鳴神,culture,18,TT_6061
CLT01879.xml,701030,大和茶,culture,26,HN_1422
CLT01880.xml,701068,金魚酒,culture,8,KT_5527
CLT01881.xml,707049,格式,culture,12,TA_6414
CLT01882.xml,709257,元禄忠臣蔵,culture,16,TT_5545
CLT01883.xml,710369,蜘蛛巣城,culture,53,KT_5527
